id,name,position,team
3143,Joe Hart,Goalkeeper,West Ham United
3654,Pablo Zabaleta,Defender,West Ham United
4209,Winston Reid,Defender,West Ham United
8897,Aaron Cresswell,Defender,West Ham United
3010,James Collins,Defender,West Ham United
5514,Angelo Ogbonna,Defender,West Ham United
8945,Sam Byram,Defender,West Ham United
4606,José Fonte,Defender,West Ham United
10534,Doneil Henry,Defender,West Ham United
11284,Arthur Masuaku,Defender,West Ham United
7564,Sofiane Feghouli,Midfielder,West Ham United
5861,Cheikhou Kouyaté,Midfielder,West Ham United
13872,Manuel Lanzini,Midfielder,West Ham United
4558,Robert Snodgrass,Midfielder,West Ham United
13871,Pedro Obiang,Midfielder,West Ham United
3014,Mark Noble,Midfielder,West Ham United
9595,Michail Antonio,Midfielder,West Ham United
15759,Edimilson Fernandes,Midfielder,West Ham United
19678,Domingos Quina,Midfielder,West Ham United
14637,Nathan Holland,Midfielder,West Ham United
15202,Declan Rice,Midfielder,West Ham United
13873,Marcus Browne,Midfielder,West Ham United
15418,Moses Makasi,Midfielder,West Ham United
15199,Grady Diangana,Midfielder,West Ham United
15194,Daniel Kemp,Midfielder,West Ham United
3175,Andy Carroll,Forward,West Ham United
10540,Diafra Sakho,Forward,West Ham United
5594,André Ayew,Forward,West Ham United
4823,Marko Arnautovic,Forward,West Ham United
4161,Chicharito,Forward,West Ham United
19681,Antonio Martínez,Forward,West Ham United
